instrument_id,local_symbol,live_symbol
11848,G(P.L_11848,G4M.L
11849,FRL,FAR.L
11850,GP.L_11850,GETB.L
11851,HSSP.L,HERC.L
11853,PGP.L_11853,PULS.L
11855,TPGP.L,PEBB.L
11856,ARGP.L,ACRM.L
11857,ATP.L_11857,AREC.L
11858,CNSP.L,CNS.L
11859,IHGP.L,IHC.L
11860,NS.L,NCYT.L
11861,MPP.L,MANO.L
11862,AP.L_11862,AFRN.L
11863,CPP.L_11863,CEL.L
11864,SMP.L_11864,SKA.L
11866,WGP.L_11866,WSBN.L
11868,FP.L_11868,FKE.L
11869,BBP.L,BBB.L
11870,GPUP,GPL.L
11872,OHP.L_11872,ONC.L
11873,PHCP,PHC.L
11874,SP.L_11874,SNG.L
11875,VEP.L,VARE.L
11876,MWEL.L,MWE.L
11877,PIGP.L,PEN.L
11878,SCL.L,STCM.L
11880,TMGP.L_11880,TMG.L
11882,VEHP.L,VANL.L
11883,ADP.L_11883,ANG.L
11884,OEP.L,ORCA.L
11886,GRE,GR1T.L
11887,RDTP.L,RDT.L
11890,CICP.L,CIC.L
11892,LRL.L,LND.L
11893,VWUP.L,VINO.L
11894,OFGP.L,ORCH.L
11895,GBP,GENF.L
11896,AGP.L_11896,ARC.L
11897,GRP.L_11897,GLR.L
11898,AGP.L_11898,ALT.L
11899,AMP.L,AYM.L
11900,ECP.L,EMVC.L
11901,LSTH.L,LST.L
11905,ZP.L,ZYT.L
11906,SCP.L_11906,SFT.L
11907,CSP.L_11907,CASP.L
11908,RIHL,RQIH.L
11909,DDI.L,DEVO.L
11910,PRP.L_11910,PAT.L
11912,CMRP,CMRS.L
11913,IGL.L,INDI.L
11914,HUIP,HUI.L
11917,GP.L_11917,GDP.L
11918,FP.L_11918,FDBK.L
11920,SGHP.L,SORT.L
11921,ACP.L,AEO.L
11922,ZMGP.L,ZIN.L
11923,RTP,ROQ.L
11924,PSP,PNS.L
11928,IAP.L,INSG.L
11929,PIP.L_11929,PRIM.L
11932,LP.L_11932,LINV.L
11933,STGP.L,SNT.L
11934,TCSP,TOWN.L
11935,ROPP,RTOP.L
11937,TGP.L_11937,TND.L
11938,SGP.L_11938,SWG.L
11940,FPGP.L,FPO.L
11941,MP.L_11941,MHC.L
11942,IGP.L_11942,ITIM.L
11943,BRL,BSE.L
11944,WEL,WTE.L
11945,SETP.L,SYM.L
11946,VCP.L,VEL.L
11947,DPP.L_11947,DCTA.L
11948,PRL,PYX.L
11949,MTC.L,MYX.L
11950,GGP.L_11950,GTC.L
11951,CMP.L_11951,KDNC.L
11952,HGP.L_11952,HUD.L
11953,CAGP.L,CTA.L
11956,LGL.L,LEX.L
11957,MP.L_11957,MTC.L
11959,LGP,LPA.L
11960,BMP.L,BEM.L
11961,GDL,GEMD.L
11962,BHLL.L,BHL.L
11963,EEP.L_11963,ENW.L
11964,LAI.L,LLAI.L
11965,NGP.L_11965,CODE.L
11970,PP.L_11970,PYC.L
11972,GRI,GRIO.L
11973,NGP.L_11973,NAH.L
11974,NBP.L,NTBR.L
11975,ML.L,MBO.L
11976,CSS.L,CSSG.L
11977,VCP,VCAP.L
11978,MIP.L_11978,MLVN.L
11979,CP.L_11979,CCP.L
11980,THP.L,TPX.L
11982,CGP.L_11982,CTG.L
11983,DCP.L,DSW.L
11984,NSP.L,NWT.L
11985,GMP.L,GROC.L
11986,CTP.L_11986,TIDE.L
11987,UMRP,UMR.L
11988,BHP.L_11988,B90.L
11989,PTP.L,PRES.L
11990,4P.L_11990,4GBL.L
11992,CNSP.L_11992,CNSL.L
11993,PRP.L_11993,PET.L
11994,EGP.L_11994,EMR.L
11995,IEGP,IMC.L
11996,BPG.L,PIER.L
11998,HP.L_11998,HDD.L
11999,MP&.L,MPL.L
12000,PMP,PALM.L
12001,TGP.L_12001,TGP.L
12002,FSTG,FA..L
12003,FMN,FME.L
12004,ISHP.L,IGE.L
12005,RGP.L_12005,RTC.L
12006,TP.L_12006,TST.L
12007,GSCP,GSCU.L
12009,IP.L_12009,IXI.L
12012,AIP.L,AURR.L
12013,SP.L_12013,SAL.L
12015,INZP,IX..L
12017,AP.L_12017,AIEA.L
12018,TEL,TLOU.L
12019,MFGP.L,MFX.L
12020,ZPP,ZAM.L
12021,FTP,1SN.L
12023,BAGP.L,BAR.L
12024,WHP,WEB.L
12027,PBS.L,PEB.L
12028,PGP.L_12028,PEG.L
12029,DP.L_12029,DBOX.L
12030,SP.L_12030,SSTY.L
12031,NIP.L,NEXS.L
12033,THP.L_12033,TRLS.L
12034,CTP,CNN.L
12035,SEP.L_12035,SENX.L
12036,NBP.L_12036,NBB.L
12037,MSP.L_12037,MSYS.L
12040,MML,MCM.L
12041,CG&.L,CGNR.L
12042,MGP.L_12042,MUL.L
12044,JMP.L,JAN.L
12046,MGP.L_12046,MRIT.L
12048,CGP.L_12048,COM.L
12049,MWP.L,WINK.L
12050,SGP.L_12050,SKL.L
12051,GP.L_12051,GUS.L
12052,OMI.L,OMIP.L
12053,BIGP.L,BRH.L
12054,M&F.L,MAFL.L
12055,FSMP.L,FRG.L
12057,RCP,REDC.L
12058,WCGP,WCW.L
12059,CESP,CAD.L
12060,HML.L,HMI.L
12061,STHP.L,STG.L
12062,GP.L_12062,GENI.L
12063,TEP.L_12063,THR.L
12066,CP.L_12066,CPP.L
12067,PMP.L,PPS.L
12068,AREP,REE.L
12069,LFA,LFI.L
12071,ARP,AJAX.L
12072,FPI.L,FADL.L
12074,TTP.L_12074,TRYB.L
12075,PSP.L,PRM.L
12076,KHL.L,KWG.L
12077,TGP.L_12077,THRU.L
12078,EBGP.L,ECOB.L
12079,MGP.L_12079,MIND.L
12080,ETP.L_12080,NTQ.L
12081,THL,THAL.L
12082,GP.L_12082,GELN.L
12083,WGP.L_12083,WSG.L
12084,FGP.L,FIH.L
12085,MOP.L,MET1.L
12086,PP.L_12086,PIP.L
12087,KDRP.L,KDR.L
12089,BTP.L,BIOM.L
12090,WIGP.L,WHI.L
12091,LHP.L,LIFS.L
12094,HSP,HSM.L
12095,ZGP,ZNT.L
12096,CGL.L,CORA.L
12097,L&A,LAS.L
12098,SHGP.L,SUH.L
12099,MCP.L,MAC.L
12100,AP.L_12100,AFN.L
12101,TWP.L,TUN.L
12102,CGP.L_12102,CRDL.L
12104,FKP,FLK.L
12105,GIGP,GRC.L
12106,RIGP.L,RAI.L
12107,PP.L_12107,PHSC.L
12109,CCP,CCS.L
12110,JP.L_12110,JWNG.L
12111,IHGP.L_12111,INHC.L
12112,LIGL.L,LIV.L
12113,TIT.L,TRAC.L
12114,KRP.L,KRS.L
12115,THP.L_12115,TRAK.L
12116,GGC,GAL.L
12119,ZEL,ZEN.L
12120,ARAP,ARA.L
12121,CGP.L_12121,CMO.L
12122,CP.L_12122,CEPS.L
12124,AVP,AC8.L
12126,TP.L_12126,TEAM.L
12127,JRIL.L,JADE.L
12128,DGP.L_12128,DSG.L
12129,SP.L_12129,SEEN.L
12130,TDSP.L,TAND.L
12131,TEIP.L,TIA.L
12133,SPD.L,SPDI.L
12134,WCP,CHSS.L
12135,EML,EUZ.L
12136,BRHP,BRS.L
12138,LSP,LSC.L
12141,4P.L_12141,450.L
12142,KP.L_12142,KRPZ.L
12144,UGL.L,UKR.L
12145,TP.L_12145,TAST.L
12146,PCN,PLAZ.L
12149,UML.L,URU.L
12150,KRRP.L,KCR.L
12151,WEC,WCOA.L
12152,IETE,ETHA.US
12155,WNG,NGAS.L
12157,WS,SLVR.L
12158,WZ,ZINC.L
12161,YGHL,YXT
12162,RFS,SEG.Right
12163,IMHC,INGM
12166,D1,ALPHADHA
12169,CGH,CON.US
12170,IHCP,IHC.DH
12171,ADCP,ADNOCDRI.DH
12172,ADHP,ALPHADHA.DH
12176,FAD,FAB.DH
12178,TPZ,2POINTZE.DH
12179,AICP,APEX.DH
12180,ETG,EAND.DH
12185,PHHP,PUREHEAL.DH
12186,AL&S,ADNOCLS.DH
12187,ARIP,AMR.DH
12188,ADN,TAQA.DH
12189,LRHP,LULU.DH
12190,ELM,EASYLEAS.DH
12192,ADP,ADPORTS.DH
12193,PAHP,PRESIGHT.DH
12195,EES,ESG.DH
12197,ASM,ASM.DH
12198,GPIP,JULPHAR.DH
12205,CA1220,CA12205
12209,GD,GLXY
12210,DLPL,DKL
12211,BIL,BMR
12213,SIHI,SLDE
12214,CLSI,CAI
12216,CSOC,CEPU Escrow asset
12217,ICD,IGMS CVR
12218,WCPG,WGLD.L
12219,SCD,SAGE CVR
12220,GBMT,BTC.US
12230,TA.DE_12230,TUI1.DE
12231,RGA.DE,R3NK.DE
12232,LP.DE,LIN.DE
12233,DA.DE_12233,DOU.DE
12234,BMWA.DE_12234,BMW3.DE
12235,BS.DE_12235,22UA.DE
12236,SPA.DE,1SXP.DE
12237,SMS.DE,SMHN.DE
12238,FS.DE_12238,FPE3.DE
12239,BGS.DE,ADE.DE
12240,PTA.DE,TPE.DE
12241,SS.DE_12241,SFQ.DE
12242,SS.DE_12242,SIX3.DE
12243,BBA.DE,BBZA.DE
12244,SEA.DE,F3C.DE
12246,SS.DE_12246,SBX.DE
12247,MA.DE_12247,ILM1.DE
12248,CDA.DE,CLIQ.DE
12249,DBA.DE_12249,DBAN.DE
12250,2EA.DE,2GB.DE
12251,BA.DE_12251,BDT.DE
12252,DS.DE_12252,D6H0.DE
12253,AGA.DE,ACT.DE
12254,RHP.DE,RY4C.DE
12255,VA.DE_12255,VOS.DE
12256,IHA.DE,INH.DE
12257,BGA.DE,BRNK.DE
12258,KS.DE,KTE.DE
12259,SS&.DE_12259,STO3.DE
12260,W&WA.DE,WUW.DE
12261,OA.DE,OMV.DE
12262,DRA.DE,DR0.DE
12263,CS&.DE,CWC.DE
12265,K&BA.DE,SKB.DE
12266,7SA.DE,HRPK.DE
12267,KS&.DE,KSB3.DE
12268,HSH.DE,690D.DE
12269,BA.DE_12269,BSL.DE
12270,TA.DE_12270,TTK.DE
12271,CN.DE,5CV.DE
12272,NA.DE,NXU.DE
12274,III.DE,IXX.DE
12275,CGA.DE,CHG.DE
12276,ZNS.DE,TIMA.DE
12277,WA.DE,WSU.DE
12278,AFO.DE,A1OS.DE
12279,PSS.DE,PSAN.DE
12280,AS.DE_12280,AEIN.DE
12281,BBM.DE,BIJ.DE
12282,IRE.DE,INS.DE
12283,EGA.DE,EIN.DE
12284,DMA.DE,GIL.DE
12285,OS.DE,OHB0.DE
12286,V&BA.DE,VIB3.DE
12287,NA.DE_12287,NTG.DE
12288,TS.DE_12288,TNIE.DE
12289,RBIA.DE,RAW.DE
12290,HHU.DE_12290,HHF.DE
12291,CS.DE_12291,C3R.DE
12292,PA.DE_12292,JY0.DE
12293,PHA.DE,PCZ.DE
12294,NWS.DE,NWO.DE
12295,EA.DE_12295,H2O.DE
12296,ITTA.DE,IVU.DE
12297,FA.DE_12297,FAA.DE
12298,GS.DE,GSC1.DE
12299,ERA.DE,ERAG.DE
12300,CAV.DE,CEK.DE
12301,VA.DE_12301,OEWA.DE
12302,EBA.DE,ETG.DE
12303,USA.DE,OSP2.DE
12304,TS.DE_12304,TTR1.DE
12305,NS.DE_12305,WDL1.DE
12306,L&SA.DE,LUS1.DE
12307,HA.DE_12307,HNL.DE
12308,JGA.DE,JDC.DE
12309,MSS.DE,MRX.DE
12310,MA.DE_12310,M0YN.DE
12311,FSA.DE,SIS.DE
12312,NA.DE_12312,M7U.DE
12313,WA.DE_12313,WIB.DE
12314,SIA.DE,S9I.DE
12315,HS.DE_12315,HTG.DE
12316,SHEL.L_12316,SLYG.DE
12317,DA&.DE_12317,DRW8.DE
12318,ABA.DE,ABX.DE
12319,AA.DE_12319,AZ2.DE
12320,NPS.DE,NP5.DE
12321,BGA.DE_12321,0B2.DE
12322,VSA.DE,V3S.DE
12323,BOI.DE,BIRG.DE
12324,MHCA.DE,93M1.DE
12325,MP.DE,2M6.DE
12326,SHA.DE,SB1.DE
12327,BTA.DE,BKHT.DE
12328,LA.DE_12328,LEI.DE
12329,MA.DE_12329,M5Z.DE
12330,EA.DE_12330,EXL.DE
12331,VGMS.DE,VRV.DE
12332,MA.DE_12332,MDG1.DE
12333,MS.DE_12333,E4I.DE
12334,CA.DE_12334,CSH.DE
12335,SSN.DE,SHF.DE
12336,NGS.DE_12336,NVM.DE
12337,IAMA.DE,IBU.DE
12338,PIA.DE,PYR.DE
12339,AM-.DE,DP4A.DE
12340,BA.DE_12340,BIO0.DE
12341,CCA.DE,27N0.DE
12342,OS.DE_12342,OHB.DE
12343,GFGS.DE,GFG.DE
12344,EGBA.DE,EBO.DE
12345,UA.DE,UBK.DE
12346,A&S.DE,AUS.DE
12347,CGS.DE,HIGH.DE
12348,VA.DE_12348,V6C.DE
12349,APA.DE,APPH.DE
12350,WGS.DE,WEW.DE
12351,RS.DE,H68.DE
12352,LA.DE_12352,LQAG.DE
12353,RKA.DE,RHK.DE
12354,DKR.DE,DKG.DE
12355,MAS.DE,MXHN.DE
12356,SS.DE_12356,SJJ.DE
12357,HHS.DE,HAW.DE
12358,FA.DE_12358,FQT.DE
12359,BIGA.DE,B8A.DE
12360,PDA.DE,EMH.DE
12361,CEA.DE,CRZK.DE
12362,PGA.DE,TPG0.DE
12363,HA.DE_12363,A7A.DE
12364,DMP.DE,DAM.DE
12365,KS&.DE_12365,KSB.DE
12366,CA.DE_12366,ABO.DE
12367,SAGP.DE,SRAG.DE
12368,YA.DE,YOC.DE
12369,OA.DE_12369,VVV3.DE
12370,MS.DE_12370,MZX.DE
12371,SA.DE_12371,XTP.DE
12372,LA.DE_12372,LEN.DE
12373,QBA.DE,QBY0.DE
12374,DDFA.DE,DEF.DE
12375,MEA.DE,MVV1.DE
12376,HPA.DE,HPHA.DE
12377,MMP.DE,MPCK.DE
12378,DDFA.DE_12378,DFV.DE
12379,SGA.DE,SF3.DE
12380,BBA.DE_12380,BWB.DE
12381,SSA.DE,S188.DE
12382,RS.DE_12382,HP3A.DE
12383,BHA.DE,BIKE.DE
12384,EEGA.DE,ED4.DE
12385,AA.DE_12385,3D6.DE
12386,NBA.DE,NBG6.DE
12387,DA.DE_12387,DEX.DE
12388,IIA.DE,IC8.DE
12389,EEB.DE,EBK.DE
12390,HG&.DE,2HRA.DE
12391,TAA.DE,TA1.DE
12392,FEA.DE,FEV.DE
12393,KA.DE_12393,KSC.DE
12394,MHA.DE,MUB.DE
12395,NA.DE_12395,NF4.DE
12396,4P.DE,88Q.DE
12397,WAHA.DE,WAH.DE
12398,BGA.DE_12398,BEZ.DE
12399,NIT.DE,NC5A.DE
12400,S&CA.DE,PZS.DE
12401,BBA.DE_12401,BNN.DE
12402,PA.DE_12402,PBY.DE
12403,CPN.DE,C43.DE
12404,BCA.DE,B7E.DE
12405,D&SA.DE,4DS.DE
12407,SA.DE_12407,SYT.DE
12408,OPA.DE,O3P.DE
12409,FA.DE_12409,CEA.DE
12410,PG&.DE,PGN.DE
12411,ECA.DE,E4C.DE
12412,NGA.DE,N4G0.DE
12413,SA.DE_12413,SYZ.DE
12414,SVA.DE,SHWK.DE
12415,BA.DE_12415,MA10.DE
12416,BA.DE_12416,81D.DE
12417,FIA.DE,FC9.DE
12418,NA.DE_12418,NN6.DE
12419,2A.DE,2INV.DE
12420,FPHA.DE,FPH.DE
12421,SOEA.DE,SLL.DE
12422,CS.DE_12422,CA1.DE
12423,MSGS.DE,MS1.DE
12424,STA.DE,SNG.DE
12425,SVBA.DE,SVE.DE
12426,DA.DE_12426,DLX.DE
12427,MA.DE_12427,B4B3.DE
12428,GA.DE_12428,GMM.DE
12429,PHS.DE,PSG.DE
12430,BLA.DE,BST.DE
12431,DA.DE_12431,7V0.DE
12432,MIA.DE,MSAG.DE
12433,RA.DE_12433,R1B.DE
12435,HGS.DE,H2A.DE
12436,CA.DE_12436,CYR.DE
12437,BA.DE_12437,BIO1.DE
12438,SGS.DE,SUR.DE
12439,LAS.DE,TGHN.DE
12441,RSA.DE,RSL2.DE
12442,SSC.DE,CAP.DE
12443,UUS.DE,UZU.DE
12444,V3A.DE,V3V.DE
12445,DA.DE_12445,DAR.DE
12446,UUE.DE,CFC.DE
12447,ASTN.DE,3SQ1.DE
12448,MAA.DE,ECF.DE
12449,PGA.DE_12449,VEZ.DE
12450,UIGA.DE,UN9.DE
12451,HA.DE_12451,H9Y.DE
12452,HA.DE_12452,HGEA.DE
12453,PHA.DE_12453,P4N.DE
12454,ES&.DE,EDL.DE
12456,SA.DE_12456,BOG.DE
12457,PA.DE_12457,PWO.DE
12458,SA.DE_12458,SLSA.DE
12459,LEMA.DE,LMIA.DE
12460,FA.DE_12460,FRS.DE
12461,PA.DE_12461,M3B0.DE
12462,NA.DE_12462,NFN.DE
12463,SHA.DE_12463,SEW.DE
12464,DGV.DE,DGR.DE
12465,SS.DE_12465,75S.DE
12466,BA.DE_12466,BIG1.DE
12467,MKA.DE,MYM.DE
12468,MHA.DE_12468,CDZ0.DE
12469,MPK.DE,MBK.DE
12470,SS.DE_12470,XD4.DE
12471,AAMA.DE,AMA.DE
12472,AA.DE_12472,EBEN.DE
12473,MHA.DE_12473,AMI.DE
12474,AA.DE_12474,ART.DE
12475,BAH.DE,ACX.DE
12476,POA.DE,P4O.DE
12477,QPA.DE,QB7.DE
12478,ULA.DE,ULC.DE
12479,AS.DE_12479,3ITN.DE
12481,NA.DE_12481,NUVA.DE
12482,MDL.DE,MLL.DE
12483,MA.DE_12483,MBQ.DE
12484,GMA.DE,GME.DE
12485,LBA.DE,ECK.DE
12486,SGP.DE,GAI.DE
12487,SEA.DE_12487,SCE.DE
12488,LKA.DE,SZ50.DE
12489,ALA.DE,ALG.DE
12490,WFAA.DE,WFA.DE
12491,MWA.DE,WOLF.DE
12492,KA.DE_12492,IUR.DE
12493,MMSA.DE,M3V.DE
12494,LTA.DE,LSX.DE
12495,BA.DE_12495,BYW.DE
12496,KHW.DE,KWG.DE
12497,EU1.DE,JZ60.DE
12498,ICA.DE,ISHA.DE
12499,PA.DE_12499,ABS2.DE
12500,AII.DE,ALI1.DE
12501,NEA.DE,D77.DE
12502,ABA.DE_12502,ZYE1.DE
12503,TTE.PA_12503,WIG1.DE
12504,MFWA.DE,MWB0.DE
12505,HA.DE_12505,H9W.DE
12506,DDM.DE,DMRE.DE
12507,ES.DE_12507,ELB.DE
12508,POA.DE_12508,PO1.DE
12509,OS.DE_12509,OBS.DE
12510,ZGA.DE,T9Z.DE
12511,OA.DE_12511,TR9.DE
12512,DA.DE_12512,AJ91.DE
12513,1S.DE,123F.DE
12514,ISS.DE,IS7.DE
12515,HCA.DE,HLG.DE
12516,PEN.DE,P7V.DE
12517,KRA.DE,KA8.DE
12518,TIA.DE_12518,14D.DE
12519,VA.DE_12519,VBX.DE
12520,ABA.DE_12520,AGB2.DE
12521,NFGA.DE,NIIN.DE
12522,FA.DE_12522,1FC.DE
12523,ACTA.DE,ACWN.DE
12524,DHA.DE,DIE.DE
12525,NDA.DE_12525,VRL.DE
12526,SWA.DE_12526,SMWN.DE
12527,MA.DE_12527,MED.DE
12528,VBA.DE,VG80.DE
12529,WBU.DE,WCMK.DE
12530,ATA.DE,A6T.DE
12531,AIA.DE,AAQ1.DE
12532,EA.DE_12532,ELS.DE
12533,UA.DE_12533,UDC.DE
12534,DEU.DE,EFF0.DE
12535,HCA.DE_12535,M5S.DE
12536,MA.DE_12536,C1V0.DE
12537,RA.DE_12537,RTC.DE
12538,SUF.DE,S6P.DE
12539,SYO.DE,B7J1.DE
12540,SIA.DE_12540,T1L.DE
12541,TAA.DE_12541,GTK.DE
12542,0GS.DE,Z29.DE
12543,LS.DE,LRND.DE
12544,SMA.DE,SPM.DE
12545,EAA.DE,EAD.DE
12546,CA.DE_12546,CPX.DE
12547,CCHS.DE,CCAP.DE
12548,SA.DE_12548,CY1K.DE
12549,OHA.DE,O4B.DE
12550,BBA.DE_12550,DTD2.DE
12551,MA.DE_12551,MDN.DE
12552,AREA.DE,A4Y0.DE
12553,RIA.DE,ROI.DE
12554,TBU.DE,TTO.DE
12555,SRP.DE,SAV.DE
12556,DDFA.DE_12556,DFTK.DE
12557,180.DE,TGT.DE
12558,CA.DE_12558,CGX.DE
12559,SBI.DE,PSH0.DE
12560,GRE.DE,AMM.DE
12561,HBA.DE_12561,HMU.DE
12562,DIEA.DE,ENGL.DE
12563,BSI.DE,BXT.DE
12564,FF2.DE,FF24.DE
12565,GSA.DE,INW.DE
12566,STAS.DE,7GG.DE
12567,TA.DE_12567,TLIK.DE
12569,YFEA.DE,RTV.DE
12570,UUM.DE,UMD.DE
12571,PDA.DE_12571,PDA0.DE
12572,PGO.DE,PAG.DE
12573,ETG.DE,EFIT.DE
12574,CPGS.DE,O5G.DE
12575,EA.DE_12575,ECV1.DE
12576,EA.DE_12576,ECX.DE
12577,EIA.DE,ERWE.DE
12579,GPMA.DE,G6P.DE
12580,GREA.DE,GTY.DE
12581,LDFA.DE,LDF.DE
12582,IAA.DE,A62.DE
12583,BA.DE_12583,T5O0.DE
12584,GGO.DE,GAGO.DE
12585,HBA.DE_12585,IPOK.DE
12586,CA.DE_12586,COR.DE
12587,RBA.DE,RCMN.DE
12588,H&HA.DE,HHHA.DE
12589,IA.DE,ITN.DE
12590,VS.DE_12590,VROS.DE
12591,RCA.DE,EXJ.DE
12592,EA.DE_12592,E8X.DE
12593,SPA.DE_12593,T3T1.DE
12594,TCGA.DE,VXT.DE
12600,ULVR.L_12600,UNA.NV
12603,IS,INPST.NV
12606,CCPP,CVC.NV
12607,KBGN,BAMNB.NV
12609,KHN,HEIJM.NV
12610,VLKN,VLK.NV
12611,HT,HAL.NV
12614,EPN,ECMPA.NV
12615,VTN,VVY.NV
12617,NN,NSI.NV
12618,MH,MAREL.NV
12620,NFN,NXFIL.NV
12621,BIN,BRNL.NV
12622,EHN,EBUS.NV
12623,FB,FAST.NV
12626,SFGN,SLIGR.NV
12629,SHN,SIFG.NV
12630,VRN,CA12630
12632,KN,KENDR.NV
12638,AGN,AZRN.NV
12641,VN,VALUE.NV
12642,HCN,HOLCO.NV
12643,GEGN,EARTH.NV
12644,NRN,NRP.NV
12646,RIS,REINA.NV
12648,AAN,AJAX.NV
12650,PHN,PBH.NV
12651,MGN,MORE.NV
12652,BGN,BNJ.NV
12654,NAIN,NAI.NV
12655,APN,AMUND.NV
12656,MNN,NEDSE.NV
12657,SIIB,QEV.NV
12658,DGS,DIE.BR
12659,CTN,dor12659
12660,LBN,LOTB.BR
12661,EGS,ELI.BR
12663,FDTS,TUB.BR
12665,SSSL,SHUR.BR
12668,XSHN,XIOR.BR
12670,DGN,DEME.BR
12674,CPIN,CPINV.BR
12676,KGN,KIN.BR
12678,REN,RET.BR
12679,TGN,TESB.BR
12682,RN,RECT.BR
12685,IBAS,IBAB.BR
12687,HPS,HYL.BR
12689,DN,DECB.BR
12691,VDVN,VAN.BR
12692,HIBS,HOMI.BR
12694,CDB,COMB.BR
12697,OMN,ONWD.BR
12698,CIDB,IMMO.BR
12700,WBN,WEHB.BR
12703,FBN,FLUX.BR
12704,JN,JEN.BR
12711,NBV,BNB.BR
12713,WCGN,WHATS.BR
12714,VBN,VASTB.BR
12715,QN,QRF.BR
12716,SMN,SEQUA.BR
12718,QFGN,QFG.BR
12720,WEBS,WEB.BR
12721,CDCS,CFEB.BR
12723,RMGN,ROU.BR
12724,SGN,SMAR.BR
12727,HSGP,HYSG.BR
12728,OPTION,OPTI.BR
12729,IIN,IEP.BR
12734,GESS,GALP.LS
12735,MESS,EGL.LS
12736,NCS,NVG.LS
12737,ASS,ALTR.LS
12739,GERS,GVOLT.LS
12740,RRE,RENE.LS
12741,NSS,NOS.LS
12742,CCD,CTT.LS
12743,CASS,COR.LS
12744,SSD,SEM.LS
12745,ISS,IBS.LS
12746,CSS,CFN.LS
12747,TDS,TDSA.LS
12748,RIE,RAM.LS
12751,VVA,VAF.LS
12752,MSS,MAR.LS
12754,SLE,SLBEN.LS
12755,GGS,GLINT.LS
12756,ISG,IPR.LS
12757,MPSS,MRL.LS
12758,KGA,KOG.OL
12759,VEA,VAR.OL
12761,XA,XXL.OL
12762,DGA,DOFG.OL
12764,HAA,HAUTO.OL
12765,WWA,WAWI.OL
12767,CGHA,CRAYN.OL
12770,LSGA,LSG.OL
12771,GSA,GSF.OL
12772,PESL,PLSV.OL
12773,HCA,HEX.OL
12774,AGHL,AGAS.OL
12776,S1S,SB1NO.OL
12777,ACCA,ACC.OL
12778,PFA,PROT.OL
12784,ODL,ODL.OL
12785,NTA,NYKD.OL
12786,OETC,OET.OL
12790,S1S_12790,MING.OL
12792,PEA,PEN.OL
12794,NOL,NOL.OL
12795,KAA,KOA.OL
12798,2BL,2020.OL
12799,LMG,LINK.OL
12801,NMA,NOM.OL
12804,HSL,HSHP.OL
12810,S1N,NONG.OL
12811,KCCA,KCC.OL
12815,WWHA,WWI.OL
12816,LFOC,OSLO CVR
12819,RGA,RANA.OL
12822,EMA,ENSU.OL
12826,SEA,SALME.OL
12827,VOHL,VTURA.OL
12828,EGA,ELMRA.OL
12829,OA,OKEA.OL
12831,NAA,NORSE.OL
12832,HPA,HPUR.OL
12837,FLL,FLNG.OL
12840,ELA,ELABS.OL
12845,CCEA,CLOUD.OL
12846,DVDA,DVD.OL
12847,AHA,AKH.OL
12849,ZA,ZAP.OL
12851,S1O,SPOL.OL
12854,BOL,BWO.OL
12856,AGA,AFG.OL
12862,QEC(,QEC.OL
12863,BIA,B2I.OL
12868,IBA,IDEX.OL
12871,NDA,NORAM.OL
12874,ASGA,ANDF.OL
12875,S1H,HELG.OL
12876,DDA,DDRIL.OL
12880,ATA,AZT.OL
12881,NGA,NRC.OL
12884,SPA,SAGA.OL
12888,OTEA,OLT.OL
12889,EOA,EIOF.OL
12891,CSGP.AX_12891,NEXT.OL
12892,RS,ROGS.OL
12893,EWA,EWIND.OL
12894,LA,LIFE.OL
12896,SSEP,SDSD.OL
12897,S1RH,RING.OL
12899,PSA,PHLY.OL
12901,OCA,OTEC.OL
12903,LBA,LYTIX.OL
12905,SBA,SBO.OL
12907,AFA,AFK.OL
12909,SEHP,ENH.OL
12911,S1OA,SOAG.OL
12914,S1N_12914,SNOR.OL
12916,ISA,ISLAX.OL
12919,VPA,VISTN.OL
12922,NEA,NORTH.OL
12925,XTA,XPLRA.OL
12927,SSA,STSU.OL
12929,STA,STST.OL
12930,AEA,AURA.OL
12931,ABTA,ABTEC.OL
12933,BCSA,BCS.OL
12934,GDA,GENT.OL
12935,NAPA,NOAP.OL
12937,HGA,HUNT.OL
12939,WBCA,WEST.OL
12941,AFHA,AFISH.OL
12942,CSGP.AX_12942,SMOP.OL
12943,MESN,MPCES.OL
12948,HSA,HAVI.OL
12951,SD(,SDNS.OL
12952,HFA,HUDL.OL
12953,GA,GOD.OL
12954,GEO,GEOS.OL
12955,PBHA,PCIB.OL
12957,TMA,TRMED.OL
12962,JSA,JIN.OL
12965,FDGA,DFENS.OL
12967,MVWA,MVW.OL
12969,VGMA,VGM.OL
12971,DCA,DSRT.OL
12972,THA,TEKNA.OL
12973,OSA,OSUN.OL
12974,HKA,HKY.OL
12976,IGA,ININ.OL
12978,SCS,SACAM.OL
12979,BHA,BFISH.OL
12981,NHA,NOHAL.OL
12982,5PGA,5PG.OL
12983,JS,JAREN.OL
12988,HS,HGSB.OL
12991,FS,FFSB.OL
12993,S6GN,SB68.OL
12995,T2A,TECO.OL
12997,IWSA,IWS.OL
12998,AMHP,ADS.OL
12999,PEHP,PSE.OL
13000,BSA,BIEN.OL
13005,VVO,VVL.OL
13011,SN.PA_13011,STLAP.PA
13012,ILS.PA,IDL.PA
13013,ES.PA_13013,EXENS.PA
13014,ENS.PA,EXN.PA
13015,OIS.PA,OSE.PA
13016,MS.PA_13016,MEDCL.PA
