instrument_id,symbol,yfinance_symbol,resolved_symbol,rows,status
2843,MERL.L,ME,,0,STILL_DEAD
2848,EQN.L,EQUINI,,0,STILL_DEAD
2849,DGN.L,EDT,,0,STILL_DEAD
2851,GLO.L,CONTOU,,0,STILL_DEAD
2852,CCFS.L,CCFS,,0,STILL_DEAD
2854,BCA.L,BM,,0,STILL_DEAD
3273,BITC.DE,BTC-USD,,0,STILL_DEAD
3386,ArikTest.Tender,TTO,,0,STILL_DEAD
3387,Offer.CashReserved,NATWES,,0,STILL_DEAD
3592,KAPE.L,KTP,,0,STILL_DEAD
3596,KWS.L,KSP,,0,STILL_DEAD
3608,MLI.L,IRL,,0,STILL_DEAD
3616,ALPH.L,AGIP,,0,STILL_DEAD
3617,SHED.L,ULRP,,0,STILL_DEAD
3622,SMS.L,SMSP,,0,STILL_DEAD
3624,EBOX.L,TEP,,0,STILL_DEAD
3627,AWE.L,AIGP,,0,STILL_DEAD
3635,WPS.L,WPSP,,0,STILL_DEAD
3637,ESP.L,ESPP,,0,STILL_DEAD
3648,AFM.L,AFM,,0,STILL_DEAD
4019,MTN dummy CVR,MDC,,0,STILL_DEAD
5501,CMCX,CMP,,0,STILL_DEAD
5610,Ryanair,RYA.L,,0,STILL_DEAD
5789,STJ.L old,SPCP,,0,STILL_DEAD
7078,VGP_7078,VOD.L,,0,STILL_DEAD
8017,BTEC,INU,,0,STILL_DEAD
8033,RBTX,IA&_8033,,0,STILL_DEAD
8040,LUSC,BARC.L_8040,,0,STILL_DEAD
8042,EMH5,SIB,,0,STILL_DEAD
8619,CA21,SHEL.L_8619,,0,STILL_DEAD
8622,CA54.L,CA54,,0,STILL_DEAD
8623,CA55.L,CA55,,0,STILL_DEAD
8775,IPO56.l,IPO56,,0,STILL_DEAD
8776,IPO57.l,IPO57,,0,STILL_DEAD
8777,IPO58.l,IPO58,,0,STILL_DEAD
8778,IPO59.l,IPO59,,0,STILL_DEAD
8779,IPO60.l,IPO60,,0,STILL_DEAD
9268,ROO.L,DHP,,0,STILL_DEAD
11175,LSE CVR,LFLC,,0,STILL_DEAD
11193,SAUD.L,SAIS,,0,STILL_DEAD
11195,ACID.L,AIG.TW,,0,STILL_DEAD
11200,TPCL.L,TPC.NS,,0,STILL_DEAD
11201,SNGR.L,SNR,,0,STILL_DEAD
11205,HYUD.L,HMC.KS,,0,STILL_DEAD
11210,MDOJ.L,MO-R,,0,STILL_DEAD
11242,EFID.L,EFIS,,0,STILL_DEAD
11267,WHR.L,WRP,,0,STILL_DEAD
11273,MTW.L,MWP,,0,STILL_DEAD
11286,CRT.L,CRP,,0,STILL_DEAD
11302,PRSR.L,PR(P,,0,STILL_DEAD
11330,IKIV.L,IVL,,0,STILL_DEAD
11360,TEP_11360,TRX-USD,,0,STILL_DEAD
11380,LABS.L,LSRP,,0,STILL_DEAD
11393,LOK.L,LSGP,,0,STILL_DEAD
11397,JAY.L,BMP,,0,STILL_DEAD
11455,OCN.L,OWHL,,0,STILL_DEAD
11493,DLAR.L,DLRP,,0,STILL_DEAD
11534,GPH.L,GPHP,,0,STILL_DEAD
11545,LVCG.L,LCGP,,0,STILL_DEAD
11557,SND.L,S(P,,0,STILL_DEAD
11592,LME.L,LEP,,0,STILL_DEAD
11639,HARL.L,H&W,,0,STILL_DEAD
11640,MACA.L,MAL,,0,STILL_DEAD
11647,HPAC.L,HPIP,,0,STILL_DEAD
11712,TMOR.L,MAP,,0,STILL_DEAD
11736,ECHO.L,EEP,,0,STILL_DEAD
11742,MAST.L,MEDP,,0,STILL_DEAD
11776,CAL.L,C&RP,,0,STILL_DEAD
11795,NWOR.L,NWP,,0,STILL_DEAD
11803,TRIN.L,TE&P,,0,STILL_DEAD
11821,OVB.L,OBP,,0,STILL_DEAD
11826,DKE.L,DCP,,0,STILL_DEAD
11870,GPL.L,GPUP,,0,STILL_DEAD
11873,PHC.L,PHCP,,0,STILL_DEAD
11908,RQIH.L,RIHL,,0,STILL_DEAD
11923,ROQ.L,RTP,,0,STILL_DEAD
11935,RTOP.L,ROPP,,0,STILL_DEAD
11943,BSE.L,BRL,,0,STILL_DEAD
11977,VCAP.L,VCP,,0,STILL_DEAD
12002,FA..L,FSTG,,0,STILL_DEAD
12003,FME.L,FMN,,0,STILL_DEAD
12015,IX..L,INZP,,0,STILL_DEAD
12018,TLOU.L,TEL,,0,STILL_DEAD
12024,WEB.L,WHP,,0,STILL_DEAD
12034,CNN.L,CTP,,0,STILL_DEAD
12040,MCM.L,MML,,0,STILL_DEAD
12058,WCW.L,WCGP,,0,STILL_DEAD
12069,LFI.L,LFA,,0,STILL_DEAD
12071,AJAX.L,ARP,,0,STILL_DEAD
12095,ZNT.L,ZGP,,0,STILL_DEAD
12097,LAS.L,L&A,,0,STILL_DEAD
12105,GRC.L,GIGP,,0,STILL_DEAD
12109,CCS.L,CCP,,0,STILL_DEAD
12135,EUZ.L,EML,,0,STILL_DEAD
12205,CA12205,CA1220,,0,STILL_DEAD
14294,BDI_14294,BTC-USD,,0,STILL_DEAD
14463,USEN.L,FCU,,0,STILL_DEAD
14464,RICIRC.L,RCE,,0,STILL_DEAD
14494,CUX,DE1,,0,STILL_DEAD
15356,SHOR.L,FUT,,0,STILL_DEAD
100223,BTCCNH,BTC-USD,,0,STILL_DEAD
211001,EURUSD.DEC25,MicroEURUSDDec25Future=X,,0,STILL_DEAD
211002,EURUSD.MAR26,MicroEURUSDMar26Future=X,,0,STILL_DEAD
211003,EURUSD.JUN26,MicroEURUSDJun26Future=X,,0,STILL_DEAD
211004,EURUSD.SEP26,MicroEURUSDSep26Future=X,,0,STILL_DEAD
211005,EURUSD.DEC26,MicroEURUSDDec26Future=X,,0,STILL_DEAD
211006,EURUSD.MAR27,MicroEURUSDMar27Future=X,,0,STILL_DEAD
211007,EURUSD.JUN27,MicroEURUSDJun27Future=X,,0,STILL_DEAD
211008,EURUSD.SEP27,MicroEURUSDSep27Future=X,,0,STILL_DEAD
211009,EURUSD.DEC27,MicroEURUSDDec27Future=X,,0,STILL_DEAD
211010,EURUSD.MAR28,MicroEURUSDMar28Future=X,,0,STILL_DEAD
211011,EURUSD.JUN28,MicroEURUSDJun28Future=X,,0,STILL_DEAD
211012,EURUSD.SEP28,MicroEURUSDSep28Future=X,,0,STILL_DEAD
211013,EURUSD.DEC28,MicroEURUSDDec28Future=X,,0,STILL_DEAD
211014,EURUSD.MAR29,MicroEURUSDMar29Future=X,,0,STILL_DEAD
211015,EURUSD.JUN29,MicroEURUSDJun29Future=X,,0,STILL_DEAD
211016,EURUSD.SEP29,MicroEURUSDSep29Future=X,,0,STILL_DEAD
211017,EURUSD.DEC29,MicroEURUSDDec29Future=X,,0,STILL_DEAD
212001,GBPUSD.DEC25,MicroGBPUSDDec25Future=X,,0,STILL_DEAD
212002,GBPUSD.MAR26,MicroGBPUSDMar26Future=X,,0,STILL_DEAD
212003,GBPUSD.JUN26,MicroGBPUSDJun26Future=X,,0,STILL_DEAD
212004,GBPUSD.SEP26,MicroGBPUSDSep26Future=X,,0,STILL_DEAD
212005,GBPUSD.DEC26,MicroGBPUSDDec26Future=X,,0,STILL_DEAD
212006,GBPUSD.MAR27,MicroGBPUSDMar27Future=X,,0,STILL_DEAD
212007,GBPUSD.JUN27,MicroGBPUSDJun27Future=X,,0,STILL_DEAD
212008,GBPUSD.SEP27,MicroGBPUSDSep27Future=X,,0,STILL_DEAD
212009,GBPUSD.DEC27,MicroGBPUSDDec27Future=X,,0,STILL_DEAD
212010,GBPUSD.MAR28,MicroGBPUSDMar28Future=X,,0,STILL_DEAD
212011,GBPUSD.JUN28,MicroGBPUSDJun28Future=X,,0,STILL_DEAD
212012,GBPUSD.SEP28,MicroGBPUSDSep28Future=X,,0,STILL_DEAD
212013,GBPUSD.DEC28,MicroGBPUSDDec28Future=X,,0,STILL_DEAD
212014,GBPUSD.MAR29,MicroGBPUSDMar29Future=X,,0,STILL_DEAD
212015,GBPUSD.JUN29,MicroGBPUSDJun29Future=X,,0,STILL_DEAD
212016,GBPUSD.SEP29,MicroGBPUSDSep29Future=X,,0,STILL_DEAD
212017,GBPUSD.DEC29,MicroGBPUSDDec29Future=X,,0,STILL_DEAD
213001,AUDUSD.DEC25,MicroAUDUSDDec25Future=X,,0,STILL_DEAD
213002,AUDUSD.MAR26,MicroAUDUSDMar26Future=X,,0,STILL_DEAD
213003,AUDUSD.JUN26,MicroAUDUSDJun26Future=X,,0,STILL_DEAD
213004,AUDUSD.SEP26,MicroAUDUSDSep26Future=X,,0,STILL_DEAD
213005,AUDUSD.DEC26,MicroAUDUSDDec26Future=X,,0,STILL_DEAD
213006,AUDUSD.MAR27,MicroAUDUSDMar27Future=X,,0,STILL_DEAD
213007,AUDUSD.JUN27,MicroAUDUSDJun27Future=X,,0,STILL_DEAD
213008,AUDUSD.SEP27,MicroAUDUSDSep27Future=X,,0,STILL_DEAD
213009,AUDUSD.DEC27,MicroAUDUSDDec27Future=X,,0,STILL_DEAD
213010,AUDUSD.MAR28,MicroAUDUSDMar28Future=X,,0,STILL_DEAD
213011,AUDUSD.JUN28,MicroAUDUSDJun28Future=X,,0,STILL_DEAD
213012,AUDUSD.SEP28,MicroAUDUSDSep28Future=X,,0,STILL_DEAD
213013,AUDUSD.DEC28,MicroAUDUSDDec28Future=X,,0,STILL_DEAD
213014,AUDUSD.MAR29,MicroAUDUSDMar29Future=X,,0,STILL_DEAD
213015,AUDUSD.JUN29,MicroAUDUSDJun29Future=X,,0,STILL_DEAD
213016,AUDUSD.SEP29,MicroAUDUSDSep29Future=X,,0,STILL_DEAD
213017,AUDUSD.DEC29,MicroAUDUSDDec29Future=X,,0,STILL_DEAD
